fips,T001_001,T002_002,T002_003,T004_002,T004_003,T007A004,T007A005,T007A006,T007A009,T012_001,T012_002,T013_002,T013_003,T013_005,T014_010,T017_001,T017_002,T017_006,T017_009,T151_001,T151_002,T151_003,T152_001,T152_002,T152_003,T030_001,T030_002,T033_001,T033_002,T033_006,T033_007,T034_001,T034_002,T034_006,T034_007,T056A001,T056A004,T056A008,T056A012,T057_001,T095_001,T095_003,T117_001,T117_005,T117_007,T134_001,T134_002,T134_003,T134_004,T134_005,T145_001,T145_002,year
42053,7664,17.940701,427.185077305377,5073,2591,695,960,1856,5156,43.099998,37.299999,6095,1245,0,326,1958,1217,124,337,3785,849,2936,2023,295,1728,380,0,6911,2162,178,4749,4721,1176,98,3545,1958,518,1080,1672,36686,8761,6803,5264,741,3074,90,0,0,50,40,5286,525,2012
42055,149554,193.6667,772.223673623198,73125,76429,29479,35599,47551,105903,40.200001,39.200001,139798,5232,1401,6423,58044,40063,5429,9920,49152,7567,41585,52851,7699,45152,7982,737,118056,75581,5389,42475,57064,40382,3179,16682,58044,8252,21087,40082,52167,63106,5062,146636,13005,103860,5252,280,1755,1303,1914,147628,19354,2012
42057,14829,33.890881,437.551346183843,7424,7405,2822,3402,4458,10302,42,41.299999,14465,182,21,128,5973,4193,531,871,5146,892,4254,5225,809,4416,732,13,11832,7237,681,4595,5906,3977,354,1929,5973,1003,2533,4506,47470,7140,1167,14681,1569,9476,98,0,28,12,58,14772,1651,2012
42059,38614,67.044167,575.9487009206219,19866,18748,6206,7639,11521,27178,41.299999,40.400002,35586,2082,89,671,14119,9505,1538,2525,13913,2154,11759,13180,1895,11285,2304,134,32051,16382,1053,15669,16428,8424,582,8004,14119,3004,6700,10451,42837,16511,2392,34411,4326,21460,297,1,125,26,145,35275,3356,2012
42061,45931,52.514221,874.639320336619,24411,21520,7400,9022,13521,32164,41.5,40,42616,2405,179,742,16882,11622,1525,2719,17345,2514,14831,15065,1681,13384,2577,86,38074,20499,1619,17575,20416,10950,922,9466,16882,3444,7642,13098,44455,22356,5474,40748,3936,26671,446,33,95,141,177,42068,4101,2012
42063,88648,107.1884,827.030018671901,44115,44533,13611,16716,32452,63294,38.200001,36.5,84033,2271,830,984,34483,22132,2994,6597,27549,3666,23883,28647,3445,25202,7539,449,74081,42933,3468,31148,36591,22962,2091,13629,34483,7810,15914,25989,43408,38240,3757,83455,8333,51245,1554,310,593,291,360,87174,9343,2012
42065,45051,69.051193,652.429055269754,22303,22748,7910,9696,13378,30745,43,41.599998,44293,145,86,295,18313,12220,1709,3235,15379,2071,13308,16294,2049,14245,2428,222,36575,21139,1550,15436,17937,11615,958,6322,18313,4243,9009,14618,40719,22437,4124,44315,5173,27300,261,20,72,20,149,44596,4987,2012
42067,24664,63.0228,391.350446411335,12243,12421,4874,5846,7724,17263,41.099998,40.200001,24109,177,93,613,9266,6733,710,1353,8296,1504,6792,8644,1467,7177,1178,136,19452,12104,868,7348,9644,6726,449,2918,9266,1578,4077,7137,44991,10960,1694,24325,3227,15297,426,9,134,148,135,24346,3278,2012
42069,214353,466.92068,459.077932407409,102995,111358,35718,43776,65192,147442,42.099998,40.5,200321,5385,3516,10546,86155,55264,10770,17417,70131,7993,62138,79030,9458,69572,11836,524,175947,107751,8193,68196,83265,55904,4763,27361,86155,17558,38083,62302,45483,96821,10666,206764,19885,138267,9890,509,4624,2139,2618,211026,19448,2012
42071,519913,550.86603,943.810247769488,254054,265859,106345,128804,179431,379232,38,36.700001,467604,18411,10051,45177,193306,136556,17325,31539,162835,27711,135124,177647,28172,149475,30763,3411,406254,271175,18371,135079,196193,146620,10413,49573,193306,27072,66171,126855,56172,202800,9494,505247,40501,364671,22730,576,8811,5616,7727,513389,67606,2012
42073,90885,253.74451,358.17523787755,43816,47069,15611,19235,26781,60955,43.700001,41.799999,85239,3584,327,938,36712,24980,4726,6485,30157,3603,26554,33947,3878,30069,4939,364,74134,43951,3552,30183,35277,22651,2078,12626,36712,8034,16931,27602,44079,40956,4244,88351,9015,58098,1298,18,319,137,824,89684,8966,2012
42075,133578,369.1705,361.83279304769,65125,68453,25398,30692,42020,93417,40.799999,39.200001,119364,2544,1347,12492,52144,36338,5102,9131,43834,6662,37172,47724,6854,40870,6969,703,106512,69985,5161,36527,51215,37390,2788,13825,52144,7670,18449,35126,54259,55466,3322,129928,10788,94296,4854,205,1511,1178,1960,131466,13727,2012
42077,350165,1014.483,345.166003857933,169873,180292,67427,82372,113389,255621,39.299999,38.099998,284775,22225,10465,66074,133302,90673,17296,23696,112285,14890,97395,124491,17372,107119,19273,939,277405,182394,17147,95011,132483,95190,9235,37293,133302,21992,48913,86302,54645,142377,9075,340443,30877,236545,34555,1177,11093,9834,12451,345404,37454,2012
42079,320555,360.03961,890.3324895713801,156765,163790,52136,64491,94382,219587,42.700001,41,294883,11509,3047,21679,131000,82609,16909,27193,108303,13235,95068,117870,14400,103470,17685,786,264533,158992,12630,105541,128239,83296,7223,44943,131000,29077,61179,97078,43486,148663,17663,309415,29898,201957,15242,572,5021,4501,5148,313325,29562,2012
42081,116447,94.78067,1228.594368777,57055,59392,19831,24248,36943,81789,41.200001,39.099998,107893,5103,770,1595,46476,30397,5057,8436,37584,4825,32759,41920,5186,36734,6808,345,95229,59627,5096,35602,46199,31668,3040,14531,46476,9260,20846,35415,44557,52621,6145,111141,11346,71007,1671,191,395,364,721,113742,11114,2012
42083,43451,44.3741,979.197321377551,22153,21298,7432,9181,13157,30313,41.799999,40.5,41417,1044,217,769,17394,11479,2079,3175,15309,1811,13498,14985,1566,13419,2593,54,35507,20214,2127,15293,18104,10569,1212,7535,17394,3934,8389,13836,41351,21251,3857,40388,4878,25037,543,56,106,70,311,41223,3740,2012
42085,116474,173.1763,672.574865983935,57131,59343,19937,25064,36263,79162,42.799999,41.200001,106816,6397,821,1260,46389,30970,5485,8679,38417,5021,33396,41794,4510,37284,7282,363,95030,54457,5022,40573,46226,28616,2877,17610,46389,9636,21327,35447,43589,51719,5330,109366,11718,72117,1646,64,364,429,789,112930,10865,2012
42087,46694,113.6021,411.031056514548,22926,23768,8947,10774,14244,31770,42.5,40.900002,45674,315,137,533,18952,12686,1961,3460,15506,2853,12653,16944,3168,13776,2175,482,37060,21243,1864,15817,17886,11693,1074,6193,18952,4426,9754,15448,38671,21535,2583,46052,6432,27186,264,7,68,40,149,46174,7483,2012
42089,169346,278.3989,608.28550556991,83724,85622,31469,40106,57651,125444,40,39,133808,22000,3313,22338,59299,43897,7979,7974,53990,6166,47824,57705,5610,52095,11959,358,135138,87889,11262,47249,66377,46704,6440,19673,59299,8659,20327,37329,57773,80326,21027,165425,14517,115386,16481,169,3505,4407,8400,168220,20264,2012
42091,799886,1655.943,483.039692847998,387923,411963,149167,182314,244620,577803,40.599998,39.200001,657641,69139,51172,33775,308083,208803,28375,56992,263595,18249,245346,291671,19500,272171,41527,1011,640035,441454,29042,198581,306425,229168,15906,77257,308083,30713,74551,146486,78984,325269,17186,780643,34689,655887,77064,2677,25124,19186,30077,787060,51617,2012
42093,18243,140.0696,130.242394945459,8651,9592,3105,3896,5229,12320,43.700001,42.200001,17365,278,355,337,7268,5048,684,1372,6038,651,5387,6976,824,6152,966,28,14906,8866,553,6040,6973,4554,343,2419,7268,1176,2987,4979,49845,7978,710,17623,1593,12405,633,8,243,176,206,17713,1564,2012
42095,297519,804.82037,369.671272608213,145530,151989,52460,64662,94239,212183,40.900002,39.400002,259544,14598,7459,31405,112242,77145,12233,19366,96777,11318,85459,106503,13102,93401,18374,429,241360,153744,12537,87616,116669,80922,7180,35747,112242,15262,36857,69107,59551,120254,8012,285866,17918,215572,19591,530,5899,4814,8348,293943,24483,2012
42097,94441,206.0377,458.367603247583,47507,46934,15516,19091,26489,63772,43.200001,41.200001,90454,2227,341,2284,39220,25822,4220,7291,33482,5214,28268,34470,5173,29297,4528,413,77879,45303,4062,32576,38954,24131,2199,14823,39220,8415,19163,30780,40963,45039,5819,89922,10751,55534,1164,6,478,182,498,90381,9701,2012
42099,45791,83.038193,551.44503835539,22928,22863,8524,10584,14180,32955,41,40.700001,44552,314,87,602,18160,13124,1771,2331,15651,2430,13221,15960,2102,13858,2544,250,36646,24621,1811,12025,18259,13294,1064,4965,18160,2258,5961,12196,56205,20378,2218,45138,3657,33177,486,5,192,51,238,45305,5350,2012
42101,1525811,11378.04,134.101439852231,719297,806514,285051,345826,543787,1178036,33.5,31.799999,631799,662657,96995,188061,580509,312290,119723,148886,447769,90566,357203,534255,102192,432063,96003,5233,1221139,720993,104102,500146,563609,350651,55874,212958,580509,174164,305708,450811,37016,669244,88735,1483717,170853,779535,179331,8236,66429,48452,56214,1509457,214493,2012
42103,57437,105.3966,544.960597500838,28712,28725,10318,13177,17362,39746,43.799999,42.900002,51583,2929,415,5188,21980,15941,2607,2885,19517,1968,17549,20558,1403,19155,3679,84,46288,27598,3515,18690,22821,14673,2042,8148,21980,2845,7051,13967,58474,38455,16475,56881,4608,41490,3852,75,518,895,2364,57048,6545,2012
42105,17466,16.15243,1081.32331115048,8717,8749,3125,3898,5140,11431,44.799999,43.5,17133,83,53,177,7057,4811,630,1114,6053,804,5249,6273,726,5547,928,29,14103,7708,602,6395,6956,4238,384,2718,7057,1599,3440,5543,40970,12927,5870,17165,2108,10388,205,0,47,40,118,17252,2104,2012
42107,147935,189.9931,778.633686333682,75168,72767,24049,29550,40391,100617,43.200001,41.400002,140308,3997,870,4106,60121,39477,6699,11033,54023,7776,46247,53521,7441,46080,6753,314,122061,70403,6282,51658,61882,37902,3802,23980,60121,12356,26856,45516,45441,69333,9212,140441,13953,92976,2627,92,840,617,1078,141100,13288,2012
42109,39620,120.5334,328.705473538874,19604,20016,7235,8794,13843,28472,39.200001,37.400002,38467,408,263,667,14355,10284,1085,2352,12461,2135,10326,13316,2262,11054,2904,201,31872,19903,1136,11969,15533,10617,637,4916,14355,2295,5939,10641,47059,16011,1656,37175,3959,24689,555,19,144,169,223,39268,5062,2012
42111,77638,72.263474,1074.3740156325,40001,37637,12161,15008,20847,51761,44.400002,42.900002,74769,1789,233,837,29992,20453,2228,5338,29007,4584,24423,27784,4279,23505,3490,129,64514,36414,3056,28100,33377,20335,1870,13042,29992,6325,14139,23449,42424,38093,8101,73670,8140,47121,560,6,172,62,320,73842,7983,2012
42113,6453,14.34192,449.939678484997,3290,3163,819,1074,1631,3825,49.700001,48.400002,6138,126,17,86,2376,1563,110,377,2427,357,2070,2395,275,2120,389,61,5555,2829,173,2726,2852,1622,126,1230,2376,490,1210,1855,38981,6300,3924,6306,766,3875,98,34,23,5,36,6298,593,2012
42115,43171,52.427959,823.434684639466,21698,21473,7293,9102,12232,28906,45.099998,44.299999,42400,226,84,578,17139,11821,1654,2618,15341,2045,13296,15598,1632,13966,2306,153,35331,21395,1724,13936,17746,11765,1001,5981,17139,3184,7363,12712,46815,22939,5800,42602,4952,27772,627,9,104,62,452,42760,5241,2012
42117,42081,37.11541,1133.78783839925,20682,21399,6972,8621,13333,28686,42.299999,42,40955,357,187,450,17098,11888,1803,2723,14056,1953,12103,14692,1501,13191,2857,81,34612,20058,1692,14554,16899,10744,945,6155,17098,3716,7886,13384,42607,21348,4250,40166,4433,24125,490,16,111,75,288,41660,5331,2012
42119,44944,142.2359,315.982115747254,24669,20275,6672,8170,14432,33142,38.400002,36.900002,39161,3275,536,2376,15303,10417,1312,3019,17011,3152,13859,13501,1647,11854,3386,111,37778,19158,1455,18620,20921,10337,951,10584,15303,2563,6583,11282,46737,16923,1620,35707,3891,23912,1826,206,245,595,780,39364,4601,2012
42121,54865,81.367798,674.2839457171229,26859,28006,9517,11782,15897,36822,44.400002,43.299999,53240,436,182,494,22525,15066,2426,3773,18709,2340,16369,20259,2133,18126,2703,142,44498,26236,2113,18262,21584,14068,1144,7516,22525,4879,10777,17912,41814,27450,4925,53586,5378,33960,418,0,76,52,290,54039,4979,2012
42123,41613,47.066349,884.134789813698,20711,20902,6869,8564,11495,27448,45.099998,43.700001,40795,199,174,319,17453,11573,1455,3072,14754,1705,13049,15364,1465,13899,2089,119,34177,20506,1437,13671,16842,11042,817,5800,17453,3267,8078,13320,43108,23527,6074,40615,3975,26621,485,4,85,93,303,40853,3940,2012
42125,207916,242.6122,856.988977555108,101094,106822,34714,42658,61207,141329,43.5,42.099998,196156,6681,1399,2394,84123,56116,8389,15843,69746,7148,62598,76963,7573,69390,11262,370,170658,106397,7698,64261,81950,56165,4513,25785,84123,15143,32364,56596,53326,92991,8868,203365,15591,149108,3264,110,855,591,1708,205928,16578,2012
42127,52299,72.076538,725.603683105868,27494,24805,7899,10034,13689,34258,45.599998,44.400002,49484,1537,282,1815,19216,13332,1549,2909,20254,2972,17282,18356,1954,16402,2600,160,43709,23883,1802,19826,23118,12722,1045,10396,19216,3367,7749,13860,50153,31741,12525,48860,5013,32175,1840,17,172,315,1336,49035,5621,2012
42129,364877,355.09259,1027.5544628006,177558,187319,58079,72297,100282,241619,45.099998,43.599998,347766,8447,2775,3252,153064,102416,16628,28801,126031,9861,116170,138564,11500,127064,18708,587,302291,184604,12278,117687,145875,98125,7003,47750,153064,28246,62496,105680,49734,168159,15095,356960,31346,256811,5385,127,1104,1309,2845,360191,26803,2012
42131,28221,71.027763,397.323502657155,14121,14100,4853,6054,8585,19526,42,41,27503,219,113,439,11037,7657,1160,1739,9611,1184,8427,10025,939,9086,1672,63,22978,14357,1033,8621,11388,7696,644,3692,11037,1987,4447,7901,48626,13282,2245,27339,2491,18493,365,6,134,87,138,27807,2667,2012
42133,434579,480.63251,904.181461844611,214501,220078,83271,101520,137718,317113,40.099998,39,386289,23231,5430,24401,168128,118274,18148,26812,143593,18155,125438,153268,18070,135198,23427,993,345380,234690,18766,110690,168306,123399,10493,44907,168128,22382,55333,106096,58747,178594,10466,425916,29840,319329,15119,371,5435,3820,5493,429843,38063,2012
44001,49796,2060.7361,24.164181455667,23814,25982,8163,10141,16002,34639,43,41,47716,199,737,1021,19317,12913,1843,3805,15687,1980,13707,18107,1907,16200,3502,68,41036,26983,2162,14053,19420,13804,1186,5616,19317,2899,6031,10298,71086,20785,1468,46986,2430,37592,4321,112,531,554,3124,49013,3872,2012
44003,166066,985.39282,168.527718275143,80020,86046,27623,34078,46718,116958,42.599998,40.700001,155004,2593,3905,5429,68722,43037,7366,14264,55762,5768,49994,63586,6092,57494,7795,358,136405,93706,8681,42699,64512,48208,4984,16304,68722,10159,21793,41133,61884,73633,4911,164317,10503,127521,9614,290,2018,1953,5353,164526,13133,2012
44005,82503,805.80377,102.385969355843,40230,42273,13026,16126,23854,56154,43.5,41.900002,74951,3046,1262,3550,34729,21532,3424,7642,28003,2085,25918,30646,2341,28305,4712,197,68504,46428,2871,22076,32932,24252,1668,8680,34729,4778,10025,18506,69826,41724,6995,79455,4675,62719,5071,184,1566,806,2515,79613,6712,2012
44007,627414,1532.14,409.501721243496,303129,324285,112271,137458,213879,471846,37,35.200001,463095,57061,23660,118206,238523,145896,37445,50417,194766,39821,154945,218769,41924,176845,40068,2758,506822,331021,35297,175801,241137,166633,18985,74504,238523,53232,100192,161077,49213,264255,25732,599509,58757,386103,112105,4648,34106,27544,45807,616741,83299,2012
44009,126692,384.80759,329.23462502529,61328,65364,20228,25235,42335,89121,41.900002,40.799999,118920,1812,2299,3110,49348,32722,4469,8926,40120,3369,36751,44237,2869,41368,9733,122,104667,70662,4893,34005,50215,36964,2903,13251,49348,5550,13052,25401,72391,62206,12858,120870,6100,98240,5245,212,1416,723,2894,125443,8161,2012
45001,25387,51.75909,490.483940466133,12350,13037,4734,5773,8269,17390,42.400002,41,17759,7144,15,267,9878,6687,1404,1761,8081,2181,5900,9037,1987,7050,1714,44,20266,11133,1518,9133,9704,5820,945,3884,9878,2923,5592,7889,35067,12066,2188,24545,2951,13583,291,25,144,86,36,25142,3898,2012
45003,160169,149.5461,1071.03394147,77538,82631,30384,36596,51079,113743,40.099998,38.700001,111591,39908,1086,7794,63245,43176,9346,10534,51859,8494,43365,57231,8485,48746,8729,653,127821,74111,7095,53710,61088,39270,4198,21818,63245,14119,28877,45565,44399,72248,9003,157406,15588,96323,5454,331,2444,989,1690,158644,24801,2012
45005,10399,25.482109,408.090156402269,5654,4745,1875,2311,3307,7573,38.299999,35.299999,2479,7668,0,248,3442,2313,873,610,3746,1081,2665,3346,770,2576,625,121,8450,3575,860,4875,4576,1917,540,2659,3442,1349,2253,3026,25966,4484,1042,9222,1255,3336,165,10,41,94,20,9252,2234,2012
45007,187228,261.70139,715.426153325807,90393,96835,37109,44728,60600,134462,40,38.900002,151044,30021,1393,5496,73010,51491,10003,12289,59787,11784,48003,66841,11819,55022,10053,694,147620,89215,9620,58405,70177,46008,4905,24169,73010,16692,34784,54787,42659,84707,11697,184184,21032,114020,5095,217,1860,1288,1730,185262,30297,2012
45009,15941,40.524239,393.369519858779,7528,8413,2848,3534,5714,11115,38.900002,37.099998,5734,10017,60,128,5760,3681,1168,1192,4638,979,3659,5589,1351,4238,1191,130,12942,6606,700,6336,6018,3101,483,2917,5760,1978,3278,4704,31015,7678,1918,14973,1806,7552,216,16,109,5,86,15761,2947,2012
45011,22523,41.07093,548.392693711322,10801,11722,4649,5743,7916,16340,38.900002,37.200001,11888,10148,73,426,8203,5569,1418,1407,6684,1659,5025,7923,1396,6527,1274,125,17504,9983,1819,7521,8286,5037,866,3249,8203,2596,4410,6551,35748,10448,2245,22200,2295,11768,292,0,150,20,122,22272,3472,2012
45013,162316,281.6615,576.280365777757,80148,82168,28767,33928,50638,106467,41.200001,38.200001,119255,31123,1754,19056,64042,44267,6252,11568,53176,5514,47662,58502,4717,53785,8440,265,131882,79836,6565,52046,64760,43384,2755,21376,64042,8550,21598,40764,56581,92373,28331,154882,13759,105942,16781,299,7271,4828,4383,152488,26372,2012
45015,179773,163.6001,1098.85662481834,89529,90244,37586,45025,64321,141009,34.599998,33.099998,121594,45337,4322,10513,63390,45853,8945,8897,55820,8110,47710,59632,7787,51845,9892,773,139165,92820,10074,46345,68976,50900,5316,18076,63390,10753,24214,43916,51476,73303,9913,176012,17048,114612,10534,241,4462,2378,3453,173905,33541,2012
45017,15134,39.706039,381.1511219357,7295,7839,2709,3294,4516,10256,43.900002,42.700001,8339,6432,3,452,6096,4277,942,896,5013,880,4133,5605,775,4830,701,89,12197,7337,885,4860,5792,3723,486,2069,6096,1508,3064,4619,39843,7342,1246,15016,1988,8853,229,2,1,150,76,15004,2206,2012
45019,352548,384.84039,916.088976474022,170909,181639,61961,73343,115633,263747,35.799999,34.599998,231974,105458,4303,18392,140932,83068,20216,31261,112543,14703,97840,124372,14161,110211,18111,964,286315,189384,17932,96931,137215,97189,9700,40026,140932,28318,56920,94986,50289,170401,29469,341346,31468,219398,19386,390,9419,4460,5117,345630,56937,2012
45021,55351,140.9646,392.658844751404,26739,28612,11281,13546,19025,40782,38.200001,37.5,42323,11146,308,2020,21100,14171,3396,3334,17096,4147,12949,19230,4973,14257,3033,265,43253,24537,3517,18716,20581,12808,1659,7773,21100,6393,11945,17755,33512,23943,2843,54390,7313,27845,1375,0,399,616,360,54861,9823,2012
45023,33028,56.880379,580.657145901834,15990,17038,6456,7950,10760,23551,40.299999,38.799999,19709,12532,76,496,12472,8569,2530,1999,10481,2535,7946,11787,2504,9283,1834,78,26049,14754,2318,11295,12354,7802,1275,4552,12472,3870,7160,10290,32718,14706,2234,32526,4258,15758,314,0,59,32,223,32753,5034,2012
45025,46462,58.144699,799.0754798863931,22592,23870,9428,11481,15564,33890,39.200001,38,30006,15175,188,1646,17453,11745,2824,3204,14773,4433,10340,16125,3742,12383,2766,163,36426,20630,2354,15796,17593,10850,1176,6743,17453,5452,10449,14697,31279,21380,3927,45624,5949,22674,1037,85,454,342,156,46003,8641,2012
45027,34746,57.248169,606.936458392857,17141,17605,6273,7684,11306,23700,41.900002,39.5,16519,17388,0,921,12215,8825,2520,1888,11129,2760,8369,12311,2784,9527,2094,181,28041,14290,2512,13751,13811,7113,1236,6698,12215,3722,7029,10136,33267,17396,5181,33145,5186,16088,479,28,204,87,160,33259,6330,2012
45029,38665,36.597569,1056.49099841389,18620,20045,7651,9369,12594,27108,41,39.099998,22362,15440,21,1071,15119,10175,2787,2478,12226,3168,9058,13845,2912,10933,2116,360,30449,16759,2404,13690,14439,8553,1366,5886,15119,4590,8864,12463,31289,19832,4713,38211,6034,17999,843,0,489,198,156,38241,7121,2012
45031,68500,122.07,561.153364417132,32437,36063,13534,16502,22628,49044,39.299999,38.099998,38685,28262,238,1146,26525,18593,4918,4591,21066,4539,16527,24806,5447,19359,4031,282,54034,31860,4524,22174,25275,16253,2154,9022,26525,7428,13858,20925,37490,30303,3778,67272,8038,36366,1101,14,671,104,312,67734,11932,2012
45033,31733,78.377823,404.872226435026,14788,16945,6993,8414,11356,23587,37.5,36.200001,15160,14899,5,821,11774,8223,2696,2077,9239,3030,6209,11138,3099,8039,1945,208,24394,12935,1890,11459,11218,6463,951,4755,11774,4469,7644,10351,26668,13687,1913,31071,4991,12241,666,0,518,131,17,31350,5668,2012
45035,136836,238.7093,573.232765557215,66408,70428,30299,36770,48500,107370,35.599998,34.700001,94229,34468,1892,6021,49393,36626,7339,7299,42031,5010,37021,46305,4807,41498,7793,504,104338,69854,6938,34484,50086,36044,3303,14042,49393,7742,18115,32496,54912,54912,5519,134707,13642,93605,5870,54,2017,1627,2172,133516,19952,2012
45037,26763,53.48254,500.406259797343,14402,12361,4540,5650,7859,19496,40.599998,38.700001,15921,10162,46,1397,9016,6399,1309,1334,10206,2111,8095,8698,1429,7269,1377,154,21815,11554,1164,10261,11916,6123,491,5793,9016,2356,4278,6491,44208,10521,1505,24019,2193,14317,1257,17,409,404,427,24018,3546,2012
45039,23804,34.685699,686.2771070754,11486,12318,4365,5369,7335,16502,42.5,41.5,9111,14372,21,82,9475,6180,1801,1590,7746,1633,6113,8723,1645,7078,1279,105,19175,10756,1179,8419,9102,5412,681,3690,9475,2994,5034,7740,35452,11640,2165,23422,2666,12628,196,59,1,74,62,23459,3152,2012
45041,136714,170.9001,799.964268560318,64027,72687,27934,33612,46897,101003,37.5,36,76054,56292,1498,3036,51671,36101,10539,8782,41016,7776,33240,48801,7982,40819,7380,314,106736,66348,7619,40388,48965,32608,3832,16357,51671,12053,24581,39226,41738,58489,6818,133359,16051,76831,3394,39,1690,726,939,134848,21174,2012
45043,60285,74.101463,813.546712957743,28700,31585,10610,12933,17237,38149,45.599998,44.299999,38223,20450,222,1844,22361,15467,3140,3789,19839,3317,16522,23209,3254,19955,2968,125,48964,26001,3629,22963,22927,13192,2204,9735,22361,5390,10780,16467,42472,33681,11320,59706,7288,34777,1662,0,847,215,600,59732,13329,2012
45045,452931,576.89398,785.119906347056,219814,233117,91261,109356,152176,341188,37.200001,35.900002,346539,81586,9060,36453,174224,115667,22937,31114,143026,23008,120018,157729,21086,136643,24925,1351,355930,229319,21167,126611,170443,121397,11134,49046,174224,35611,73373,120331,48438,195348,21124,441014,44102,288537,36418,1020,17411,9219,8768,448547,74542,2012
45047,69531,152.90739,454.726060506844,32611,36920,13653,16446,23950,50488,38.299999,37.099998,44043,21106,648,3773,26288,17858,4522,5100,20809,4840,15969,24772,4544,20228,4361,501,55013,32566,4602,22447,25012,16452,2321,8560,26288,6969,13775,20271,37911,31000,4712,67194,7610,38063,2903,0,1266,990,647,68192,11608,2012
45049,20987,37.483768,559.895647392961,10736,10251,4028,5016,6923,15431,38.900002,37.200001,8937,11284,42,748,7288,5177,1483,1238,7122,1830,5292,6942,1578,5364,1279,117,16672,9073,1419,7599,8488,4622,852,3866,7288,2316,3926,5875,35713,9108,1820,19551,2696,9673,395,0,159,97,139,19549,3496,2012
45051,270943,238.9487,1133.8961694031,132335,138608,45413,54542,80358,184945,41.400002,40.099998,216017,36729,3171,16365,113412,73654,13835,21445,91360,12637,78723,99225,11508,87717,13014,927,222433,136800,14670,85633,107694,71900,8023,35794,113412,24005,54157,87063,42183,185438,72026,267481,30412,158815,18449,644,9053,3480,5272,269529,60704,2012
45053,24792,37.832008,655.318013828635,12972,11820,5125,6123,8722,19050,35.5,33,10510,11182,107,3609,8079,5200,1225,1612,8180,2380,5800,7890,1195,6695,1203,19,19336,12054,1256,7282,10071,6682,759,3389,8079,2049,4472,6667,36504,10213,2134,23742,3332,12281,2414,7,1397,618,392,23628,6213,2012
45055,61583,84.759422,726.56230376357,29860,31723,12369,15022,19986,44208,40.799999,39.200001,44193,15557,281,2281,23950,17392,3622,3403,19502,3621,15881,22095,3091,19004,3314,304,48298,29911,3454,18387,23050,15151,1977,7899,23950,5215,10948,17887,44068,27438,3488,61074,8714,36387,1805,0,696,468,641,60890,9841,2012
45057,76364,139.056,549.159857111307,37836,38528,14737,17669,23757,54127,40.099998,38.5,55773,18322,472,3378,28949,20501,4529,4679,25481,5254,20227,27126,4385,22741,3777,192,60588,35227,4872,25361,29644,19029,2640,10615,28949,6738,13721,22496,42107,32381,3432,74958,7656,44124,2266,18,845,589,814,75131,13095,2012
45059,66623,93.335213,713.803560479817,32194,34429,12706,15426,22078,47653,40.099998,38.099998,47630,16689,166,2707,25014,17805,4372,4100,20927,5103,15824,23618,5103,18515,3995,378,53044,31531,4114,21513,25267,16246,2047,9021,25014,5843,12805,20310,38829,30740,5726,64388,8983,34977,1807,46,743,583,435,65634,11009,2012
45061,19160,46.710701,410.18434988888,9940,9220,3520,4275,6333,14001,38.400002,35.299999,6322,12344,29,368,6576,4234,1592,1148,6459,2020,4439,6368,1736,4632,1058,199,15344,7727,1368,7617,8042,3737,813,4305,6576,2370,4040,5684,27755,7786,1210,17420,2572,7415,318,0,135,120,63,17420,3005,2012
45063,262424,375.4747,698.912643610704,127999,134425,52983,63976,86759,197190,37.700001,36.5,212467,37717,3533,14255,103377,70736,13650,17404,83971,11353,72618,91694,9289,82405,13856,845,206083,140114,12325,65969,99519,73919,6511,25600,103377,16720,37921,68831,53644,113810,10433,259710,22145,179780,13146,616,6039,2856,3635,259608,37265,2012
45065,10140,28.234921,359.129756585745,5473,4667,1205,1435,2119,5817,49.900002,45.700001,4953,4947,20,88,4016,2872,586,603,4367,1098,3269,3654,669,2985,284,63,8864,3827,499,5037,4822,1904,258,2918,4016,963,2081,3220,38385,5420,1404,8798,862,5525,154,1,26,15,112,8847,947,2012
45067,33038,67.530983,489.227310705687,15106,17932,6599,8044,10938,23319,39.099998,37.400002,13540,18711,122,826,12125,8609,3251,2000,9709,2015,7694,12391,2246,10145,1958,130,26067,14521,2032,11546,11653,7118,1002,4535,12125,4156,7222,10179,30562,14969,2844,32673,5214,14949,708,41,272,218,177,32729,6334,2012
45069,28750,59.936531,479.674117409038,15220,13530,5096,6244,8750,21101,39.099998,36.299999,11905,14579,85,798,9881,6398,1929,2039,10516,3713,6803,9484,2222,7262,1380,94,23286,10806,1645,12480,12397,5311,809,7086,9881,3457,6363,8678,28612,12039,2158,25340,3798,10961,534,0,102,184,248,25380,4733,2012
45071,37432,59.41238,630.037007121269,18274,19158,7169,8506,12262,26427,39.900002,38.5,23184,11036,145,2733,14176,9838,2341,2319,11940,3143,8797,13230,2905,10325,2089,177,29797,18427,1915,11370,14403,9626,1074,4777,14176,3138,6849,10883,42005,17887,3711,36330,4144,22162,2113,42,1279,526,266,36972,5640,2012
45073,74038,118.2085,626.33373745361,36414,37624,12839,15548,21758,48971,43.200001,41.799999,65891,5569,343,3288,30300,21149,3883,4843,25237,4803,20434,27043,4333,22710,3674,246,60379,32896,4252,27483,29423,17703,2364,11720,30300,6879,14651,23021,41854,38617,8317,73191,8138,42980,2385,47,839,627,872,73560,12271,2012
